memType,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
recalled,110,6,138,1.2545454545454546,6.9,78.28,45.12,99.0,47.86,1.82,0.0,9.09,0.91,2.73,18.18,0.0,11.82,1.82,20.01,0.91,4.560000000000002,3.3195,0.009090909090909,0.0,0.0,0.0
imagined,220,26,327,1.4931506849315068,5.4,71.41,67.82,9.55,63.17,2.73,0.0,4.55,3.64,1.36,5.45,0.0,6.36,6.36,12.72,1.82,11.82,3.00859375,0.0136363636363636,0.0272727272727272,0.0,0.0
imagined,319,16,377,1.2442244224422443,5.9,86.13,46.98,98.02,43.59,1.57,0.0,3.76,2.19,2.19,15.36,0.0,9.09,1.8800000000000001,16.29,0.62,3.120000000000001,2.983,0.012539184952978,0.006269592476489,0.0,0.0
recalled,191,16,231,1.2222222222222223,3.2,93.34,29.44,52.19,35.11,1.05,0.0,10.53,1.05,1.05,11.05,0.0,12.63,1.58,15.26,2.1100000000000003,7.900000000000002,3.2684313725490197,0.031413612565445,0.0157068062827225,0.0,0.0104712041884816
imagined,387,27,504,1.3228346456692914,5.2,82.54,32.68,95.8,8.27,0.52,1.81,8.53,3.88,1.55,16.02,0.0,8.53,2.58,13.69,1.81,1.8099999999999987,2.9907070707070713,0.0180878552971576,0.0,0.0,0.007751937984496001
recalled,46,3,66,1.4666666666666666,8.0,64.71,72.44,85.35,53.96,2.17,0.0,6.52,0.0,0.0,8.7,0.0,8.7,2.17,13.04,2.17,8.68,3.4731578947368424,0.0217391304347826,0.0,0.0,0.0
imagined,153,15,185,1.2091503267973855,2.5,94.96,37.07,94.22,99.0,16.99,2.61,8.5,3.92,1.31,9.8,0.0,19.61,2.62,8.49,0.0,18.3,3.0355813953488373,0.0196078431372549,0.0,0.0,0.0
imagined,167,26,210,1.2650602409638554,2.2,90.36,17.78,13.24,95.85,6.59,0.6,13.17,0.6,0.0,1.8,0.0,16.77,0.6,10.19,1.2,16.779999999999998,3.4560869565217396,0.0119760479041916,0.0,0.0,0.0
imagined,215,11,287,1.3348837209302327,7.4,77.06,70.9,96.84,87.73,5.12,0.47,7.91,0.0,0.0,2.33,0.0,13.02,0.93,16.29,3.7300000000000004,23.270000000000003,3.502808988764045,0.0279069767441859,0.0,0.0093023255813953,0.0046511627906976
imagined,207,16,271,1.3155339805825244,4.8,83.76,56.23,51.72,49.82,5.31,3.38,10.14,0.97,4.35,9.66,0.0,7.73,7.73,14.5,2.9,16.439999999999998,3.21,0.0096618357487922,0.0,0.0,0.0048309178743961
imagined,234,15,299,1.2832618025751072,5.8,81.12,44.53,99.0,67.35,3.42,0.43,8.55,2.14,0.85,12.39,0.0,14.530000000000001,2.14,19.650000000000002,0.43,11.540000000000003,3.262702702702703,0.0213675213675213,0.0,0.0,0.0
imagined,264,16,350,1.3257575757575757,6.2,80.11,10.71,97.32,99.0,10.98,0.38,7.58,4.55,1.52,9.85,0.0,14.02,0.76,10.989999999999998,2.2800000000000002,15.159999999999998,2.944918032786885,0.015151515151515,0.0,0.0,0.0
imagined,122,16,164,1.3553719008264462,3.9,80.68,7.84,92.94,97.57,8.2,1.64,9.84,0.82,0.82,9.02,0.82,16.39,4.1,9.84,0.0,10.66,3.4984615384615383,0.0245901639344262,0.0,0.0,0.0
imagined,280,25,356,1.2992700729927007,4.0,85.69,32.85,83.5,75.6,4.63,1.07,13.17,0.71,2.85,8.19,0.0,11.739999999999998,3.2,14.95,1.0699999999999998,13.520000000000001,3.1716949152542373,0.0357142857142857,0.0,0.0,0.0
imagined,372,25,483,1.3125,5.5,81.93,39.23,92.55,53.56,2.96,0.81,11.83,1.61,2.42,8.6,0.0,12.370000000000001,2.96,15.32,1.35,12.100000000000003,3.2581249999999997,0.0215053763440859,0.0053763440860215,0.0026881720430107,0.0
recalled,273,17,360,1.3186813186813187,6.0,80.51,32.06,95.49,98.94,8.79,1.47,11.72,0.0,0.73,8.79,0.0,12.459999999999999,2.93,14.65,1.8400000000000003,18.32,3.013888888888889,0.0146520146520146,0.0,0.0,0.0036630036630036
imagined,122,16,145,1.1983471074380165,1.5,97.6,40.68,76.67,99.0,10.66,0.0,15.57,0.0,0.0,2.46,0.0,12.3,0.82,12.299999999999999,3.28,23.779999999999998,3.4380952380952383,0.0163934426229508,0.0,0.0,0.0
recalled,387,15,460,1.220159151193634,8.4,79.84,15.45,69.5,85.34,4.65,0.26,8.53,2.33,0.52,12.14,1.29,8.53,5.17,12.399999999999999,3.3600000000000003,8.529999999999998,3.0082417582417587,0.0103359173126615,0.0,0.0,0.0
imagined,391,24,522,1.3558441558441559,7.2,72.16,58.99,68.11,95.42,6.14,0.26,7.42,2.05,1.28,12.53,0.0,7.93,6.65,9.459999999999999,2.8099999999999996,6.130000000000001,2.738971962616823,0.0102301790281329,0.0,0.0,0.0025575447570332
recalled,296,15,394,1.3493150684931507,7.4,77.06,48.99,88.24,77.66,5.41,1.69,3.38,3.72,2.03,18.58,1.35,9.799999999999999,2.37,10.14,0.0,-1.3499999999999979,2.873134328358209,0.0067567567567567,0.0,0.0,0.0033783783783783
imagined,253,15,329,1.321285140562249,6.2,80.01,53.47,28.68,25.32,1.98,1.58,8.3,2.77,0.79,17.0,0.0,3.56,5.93,15.02,1.19,2.7699999999999996,3.1206666666666663,0.0197628458498023,0.0,0.0158102766798418,0.0
recalled,201,15,269,1.345,4.9,83.36,11.59,3.29,67.25,4.48,1.49,4.98,5.97,1.0,11.94,0.5,6.470000000000001,10.450000000000001,8.46,2.99,5.980000000000002,2.9318367346938774,0.0099502487562189,0.0,0.0,0.0099502487562189
recalled,329,17,428,1.3169230769230769,7.2,77.47,62.21,94.12,42.79,3.04,1.52,10.64,0.61,0.3,8.81,0.0,8.21,0.0,17.630000000000003,2.12,15.800000000000002,3.257478991596639,0.030395136778115502,0.0,0.0,0.0060790273556231
imagined,161,15,206,1.3290322580645162,3.8,86.4,23.51,94.04,96.62,6.83,0.62,9.94,0.62,1.86,8.07,0.0,17.39,2.48,10.559999999999999,0.62,10.559999999999999,2.894464285714286,0.0062111801242236,0.0,0.0,0.0
recalled,178,15,253,1.4293785310734464,5.5,76.42,49.11,97.76,20.23,1.69,1.69,7.87,2.25,0.0,14.04,0.0,10.11,3.37,13.48,2.24,5.050000000000001,2.7311538461538456,0.0168539325842696,0.0,0.0,0.0056179775280898
imagined,133,15,164,1.251908396946565,3.1,88.02,86.1,96.07,6.97,0.75,2.26,14.29,0.75,0.75,5.26,0.0,12.03,0.0,12.78,3.76,14.289999999999997,3.733333333333334,0.0150375939849624,0.0,0.0,0.0
recalled,335,27,484,1.4578313253012047,6.9,67.45,57.73,93.54,24.0,3.27,2.98,8.93,1.79,0.0,7.44,0.3,10.120000000000001,1.2,14.290000000000001,2.68,16.080000000000002,3.2675510204081637,0.0029850746268656,0.0059701492537313,0.0,0.0029850746268656
imagined,137,15,192,1.4222222222222223,4.4,79.26,66.48,99.0,91.27,5.11,0.0,10.95,0.0,2.19,3.65,0.0,17.52,0.0,16.060000000000002,0.73,18.980000000000004,3.140555555555556,0.0145985401459854,0.0,0.0,0.0072992700729927
recalled,54,4,71,1.3148148148148149,5.0,83.15,28.44,86.01,20.23,0.0,0.0,11.11,0.0,0.0,11.11,0.0,12.96,0.0,7.4,0.0,-3.709999999999999,2.921666666666667,0.037037037037037,0.0,0.0,0.0
imagined,181,17,234,1.3526011560693643,4.9,78.04,17.8,11.85,9.57,1.1,2.21,9.39,1.1,0.55,15.47,0.0,7.18,7.74,6.62,1.1,-4.4399999999999995,2.8360869565217386,0.0,0.0,0.011049723756906,0.005524861878453
recalled,223,18,292,1.3333333333333333,4.5,84.47,52.62,33.0,62.58,3.14,0.45,15.7,0.9,3.14,8.07,0.0,2.69,6.2700000000000005,17.04,1.35,14.36,3.0738095238095235,0.0269058295964125,0.0,0.0089686098654708,0.0
imagined,162,15,226,1.421383647798742,5.1,77.64,17.76,92.99,59.44,3.13,0.63,8.13,1.25,6.25,10.63,0.0,15.63,1.25,11.260000000000002,1.25,6.880000000000001,2.7683333333333335,0.0123456790123456,0.0,0.0,0.0123456790123456
recalled,262,17,343,1.3294573643410852,5.7,81.43,41.08,89.08,79.11,5.36,1.53,8.43,2.3,1.15,10.34,0.0,11.110000000000001,0.38,10.72,0.38,8.040000000000003,2.935,0.015267175572519,0.0,0.0,0.015267175572519002
imagined,240,19,290,1.2608695652173914,4.5,84.57,15.41,84.66,31.71,2.92,2.08,12.08,1.67,0.0,12.08,0.0,7.5,5.0,17.91,2.92,13.749999999999998,3.3031343283582086,0.0166666666666666,0.0,0.0125,0.0124999999999999
recalled,343,15,437,1.2967359050445104,8.5,74.02,26.66,62.16,32.35,2.33,1.46,8.16,4.08,1.46,15.16,0.0,10.2,4.37,12.25,2.33,3.210000000000001,3.0192391304347823,0.0174927113702622,0.0,0.0,0.0029154518950437
imagined,297,20,370,1.2758620689655173,5.4,82.14,15.47,99.0,67.94,3.37,0.34,11.11,1.68,3.37,16.5,0.0,11.11,0.0,20.87,1.01,9.080000000000002,3.190533333333333,0.0202020202020202,0.0067340067340066,0.0,0.0033670033670033
recalled,438,20,576,1.3150684931506849,8.3,74.63,84.87,92.42,40.28,1.83,0.46,7.99,1.83,0.68,9.13,0.46,8.68,1.8199999999999998,23.75,2.0500000000000003,19.18,3.3621296296296297,0.0319634703196346,0.0136986301369863,0.0,0.0114155251141551
imagined,251,16,324,1.296,5.8,81.02,55.48,98.03,75.96,3.59,0.0,10.36,1.2,0.8,9.56,1.2,8.76,0.8,19.53,9.16,22.72,3.291764705882353,0.0199203187250996,0.0,0.0,0.0039840637450199
recalled,169,15,214,1.2662721893491125,4.2,85.39,42.84,88.9,66.85,2.96,0.0,8.28,1.18,0.59,10.65,1.18,7.1,0.0,15.39,6.499999999999999,14.200000000000001,3.3478048780487804,0.0118343195266272,0.0,0.0,0.0059171597633136
imagined,165,15,218,1.329268292682927,4.0,85.79,64.91,71.27,97.84,6.67,0.0,10.91,0.0,0.61,3.03,0.0,7.28,7.27,18.18,0.0,21.82,3.429649122807018,0.0181818181818181,0.0,0.0,0.0
recalled,428,20,527,1.2458628841607564,6.8,83.8,50.62,99.0,56.71,3.27,0.93,10.28,1.4,1.4,18.69,0.23,11.209999999999999,1.64,14.48,4.21,4.669999999999998,3.015,0.0186915887850467,0.0,0.0,0.0
imagined,233,16,309,1.3376623376623376,5.4,82.24,70.54,95.49,98.21,6.87,0.0,9.44,0.43,0.86,12.88,0.0,6.869999999999999,0.86,21.029999999999998,5.16,20.609999999999992,3.279850746268657,0.0171673819742488,0.0,0.0,0.0085836909871244
recalled,229,22,274,1.2017543859649122,2.6,94.76,83.92,98.17,85.09,4.37,0.0,10.04,1.31,1.75,6.55,0.0,10.48,2.18,20.52,5.24,24.009999999999998,3.650294117647059,0.0131004366812226,0.0043668122270742,0.0,0.0043668122270742
imagined,204,15,252,1.2475247524752475,3.8,91.61,65.58,81.4,66.58,3.43,0.49,7.35,0.0,0.0,7.35,0.0,11.76,2.94,24.009999999999998,1.47,22.54,3.5178688524590163,0.0441176470588234,0.0,0.0,0.0098039215686274
recalled,272,15,322,1.188191881918819,5.6,86.94,58.85,18.77,66.58,5.15,2.21,7.35,2.21,2.21,5.88,0.37,5.51,3.68,10.29,2.21,14.71,3.0651562500000002,0.0073529411764704,0.0,0.0,0.0073529411764704
imagined,261,17,332,1.2769230769230768,5.7,81.33,43.33,79.22,12.26,1.53,2.3,9.58,2.3,1.15,11.11,0.0,13.41,1.15,13.79,0.0,6.509999999999998,3.208378378378378,0.0114942528735632,0.0,0.0,0.0
imagined,292,19,395,1.3573883161512028,6.9,72.87,22.86,82.59,29.46,2.74,2.05,7.19,4.79,1.37,13.7,0.0,11.64,0.0,12.68,1.37,5.490000000000002,3.0465384615384616,0.0102739726027397,0.0,0.0,0.0
recalled,304,13,369,1.2259136212624584,7.6,81.77,73.63,97.49,2.53,0.0,2.63,12.5,0.66,0.0,7.24,0.0,9.21,2.3,18.75,4.93,19.4,3.5619047619047626,0.013157894736842,0.0,0.0,0.0
imagined,307,15,390,1.270358306188925,7.7,76.05,17.3,97.19,4.75,1.3,3.26,9.45,2.93,1.63,9.45,0.33,13.69,4.24,14.98,0.65,10.740000000000002,3.2414457831325296,0.01628664495114,0.009771986970684,0.0,0.0
imagined,250,15,318,1.325,6.0,80.62,20.98,73.62,44.15,4.4,2.8,6.0,2.8,1.2,12.4,0.0,8.0,3.2,12.8,2.4000000000000004,10.000000000000002,3.134533333333333,0.004,0.0,0.0,0.004
recalled,374,25,529,1.4336043360433603,6.7,73.37,46.7,73.97,44.23,2.14,0.53,9.89,1.87,0.8,10.7,0.0,9.360000000000001,4.01,10.43,3.75,6.150000000000002,3.1662162162162155,0.0026737967914438,0.0080213903743315,0.0026737967914438,0.0026737967914438
imagined,375,17,466,1.2459893048128343,7.2,82.99,40.5,75.19,90.98,5.87,0.8,9.07,2.4,1.6,13.33,0.0,9.33,1.06,15.2,1.87,10.94,3.207706422018349,0.021333333333333197,0.0026666666666666,0.0,0.008
recalled,210,15,263,1.2644230769230769,5.2,82.75,91.36,75.4,65.27,3.33,0.48,6.19,1.9,1.43,10.48,0.48,6.67,1.43,14.76,5.2299999999999995,13.319999999999997,3.564166666666667,0.0238095238095237,0.0095238095238094,0.0,0.0047619047619047
imagined,208,15,257,1.2722772277227723,5.0,83.15,43.4,44.14,57.83,2.4,0.0,11.06,1.92,0.0,10.1,0.0,9.61,0.96,13.469999999999999,1.92,7.6899999999999995,3.279574468085106,0.0096153846153846,0.0096153846153846,0.0,0.0048076923076923
recalled,216,15,282,1.3116279069767443,5.3,82.34,27.27,62.72,64.0,3.24,0.46,4.63,5.09,2.78,16.2,0.46,9.73,1.3900000000000001,13.879999999999999,1.3900000000000001,2.7699999999999996,2.9513725490196077,0.0046296296296296,0.0185185185185184,0.0,0.0092592592592592
imagined,245,15,283,1.2198275862068966,4.6,89.58,28.42,76.17,65.27,3.27,0.41,8.98,0.82,0.41,18.78,0.0,8.57,4.9,12.65,1.63,-0.8299999999999983,3.0831999999999997,0.0204081632653061,0.0,0.0,0.0
recalled,420,21,511,1.24330900243309,6.2,85.42,16.28,64.98,49.34,3.81,1.9,11.67,0.71,0.95,14.76,0.0,10.71,4.05,12.85,0.48,4.520000000000001,3.016630434782609,0.0214285714285713,0.0023809523809523,0.0,0.0047619047619046
imagined,196,16,245,1.2628865979381443,4.5,84.57,68.5,72.58,26.94,1.53,1.02,10.71,0.51,0.51,5.1,1.53,11.73,0.51,20.91,4.08,22.950000000000003,3.2857333333333334,0.0255102040816325,0.010204081632653,0.0,0.0051020408163265
recalled,287,17,363,1.2736842105263158,6.3,79.8,63.97,89.68,46.55,2.44,0.7,11.5,0.7,0.7,5.57,1.05,8.71,0.35,19.169999999999998,2.44,19.52,3.3832558139534874,0.0104529616724737,0.0034843205574912,0.0,0.0104529616724737
imagined,323,16,414,1.2857142857142858,7.6,76.45,63.31,97.97,20.23,0.93,0.93,8.98,0.31,1.55,17.34,0.31,10.22,3.72,15.48,0.9299999999999999,0.9299999999999997,2.743291139240507,0.0154798761609907,0.0030959752321981,0.0,0.0
recalled,418,21,487,1.2144638403990025,6.0,85.93,47.26,99.0,14.94,1.2,1.67,6.46,2.39,0.72,7.89,0.0,9.09,3.8299999999999996,23.45,0.72,19.15,2.9556249999999995,0.0239234449760765,0.0023923444976076,0.0,0.0023923444976076
imagined,222,15,296,1.339366515837104,5.5,81.93,31.35,52.53,96.93,6.31,0.0,6.76,3.6,0.9,12.16,0.0,6.75,6.760000000000001,17.119999999999997,3.6000000000000005,15.319999999999997,3.0972727272727276,0.0135135135135135,0.0045045045045045,0.0,0.0
recalled,267,15,343,1.314176245210728,6.5,79.19,5.68,51.68,97.1,6.74,0.37,10.11,1.12,0.75,8.24,0.37,13.11,7.12,9.74,4.87,13.49,3.2820547945205476,0.0149812734082396,0.0,0.0,0.0
imagined,269,16,350,1.3157894736842106,6.2,80.01,71.87,15.98,20.23,1.12,1.12,11.9,0.0,0.0,7.43,0.0,5.2,9.66,15.600000000000001,3.34,14.110000000000003,3.3289285714285715,0.0260223048327137,0.0037174721189591,0.0,0.0074349442379182
imagined,229,17,279,1.2455357142857142,3.7,91.92,30.89,89.03,20.23,3.49,3.49,9.17,0.87,0.44,13.1,0.0,14.85,3.49,11.35,2.19,7.4300000000000015,3.100491803278689,0.0,0.0,0.0,0.0
recalled,303,25,428,1.4219269102990033,5.6,76.22,83.03,93.34,2.51,0.99,3.63,7.92,0.33,0.0,9.24,0.0,6.27,0.66,16.5,1.32,13.200000000000001,3.2479611650485443,0.0264026402640264,0.0,0.0,0.0132013201320132
recalled,327,23,431,1.3343653250773995,5.2,82.65,64.61,93.81,48.14,2.14,0.31,11.93,0.92,1.53,9.79,0.0,14.98,1.84,15.9,2.14,11.61,3.116623376623376,0.0397553516819571,0.0030581039755351,0.0,0.0061162079510702
imagined,378,25,512,1.3837837837837839,6.7,73.37,64.56,77.17,73.96,4.76,1.32,8.99,1.85,1.59,8.47,0.0,10.85,1.85,13.23,2.6400000000000006,15.069999999999999,3.2053763440860226,0.0105820105820104,0.0158730158730157,0.0,0.0026455026455026
recalled,268,15,334,1.255639097744361,6.7,78.89,41.48,23.72,82.31,4.48,0.37,14.18,0.75,5.22,10.07,0.75,7.84,4.85,11.559999999999999,1.87,8.21,3.0942857142857148,0.0223880597014923,0.0111940298507461,0.0,0.003731343283582
imagined,262,16,345,1.3529411764705883,7.1,72.26,40.15,62.31,15.92,2.29,2.67,10.31,1.53,0.0,8.4,0.38,7.25,4.96,17.169999999999998,1.5299999999999998,15.26,3.2990243902439023,0.015267175572519,0.0,0.0,0.0038167938931297
recalled,50,4,63,1.26,4.6,84.17,69.05,49.13,50.98,2.0,0.0,4.0,6.0,0.0,2.0,0.0,4.0,8.0,20.0,0.0,20.0,3.584117647058823,0.04,0.0,0.02,0.0
imagined,169,17,223,1.319526627218935,3.6,86.81,42.84,99.0,47.12,2.96,1.18,12.43,4.14,2.37,13.02,0.0,13.02,0.59,13.61,3.55,8.280000000000001,2.8974,0.0177514792899408,0.0,0.0,0.0
recalled,355,16,466,1.3314285714285714,8.3,74.63,61.59,91.35,31.89,1.41,0.56,10.42,0.56,1.41,10.42,0.0,9.86,3.1,17.74,1.9700000000000002,11.259999999999996,3.0355555555555562,0.0225352112676056,0.0,0.0,0.0028169014084507
imagined,211,15,252,1.1943127962085307,4.1,91.0,57.06,93.66,41.17,3.32,1.9,9.0,0.0,0.0,7.58,0.0,10.43,0.47,22.27,2.84,22.740000000000002,3.807857142857143,0.0094786729857818,0.0,0.0,0.0142180094786727
recalled,42,3,52,1.2682926829268293,5.1,82.95,70.33,56.69,88.66,4.76,0.0,9.52,0.0,0.0,4.76,0.0,14.28,2.38,14.28,0.0,14.28,3.222941176470588,0.0476190476190476,0.0238095238095238,0.0,0.0
imagined,131,16,169,1.310077519379845,2.9,88.63,15.82,99.0,68.3,3.82,0.76,17.56,0.0,2.29,12.21,0.0,14.5,1.53,18.32,0.76,12.98,2.863793103448275,0.0,0.0076335877862595,0.0,0.0
recalled,246,16,335,1.3729508196721312,6.9,72.87,43.55,57.11,58.42,2.44,0.0,10.16,1.63,0.41,8.54,0.81,6.51,5.69,11.38,0.0,5.690000000000001,3.049558823529412,0.0,0.0203252032520325,0.0040650406504065,0.008130081300813
imagined,226,15,280,1.2844036697247707,5.4,82.14,6.76,83.34,80.91,5.31,1.33,6.64,1.77,1.33,18.14,0.0,8.85,3.98,10.620000000000001,1.32,1.3200000000000003,2.9944776119402983,0.0132743362831858,0.0,0.0088495575221238,0.0044247787610619
recalled,281,25,360,1.2949640287769784,4.1,85.59,22.12,50.21,35.35,3.2,2.14,11.03,1.07,1.42,7.12,0.0,9.61,7.47,17.08,3.92,19.22,3.3642105263157904,0.0213523131672597,0.0035587188612099,0.0106761565836298,0.0142348754448397
imagined,271,16,324,1.2,5.2,88.16,7.65,96.39,72.27,5.54,2.21,9.23,3.69,1.11,16.24,1.85,14.76,4.8,13.280000000000001,2.2199999999999998,7.379999999999999,2.8021311475409836,0.018450184501845,0.0,0.003690036900369,0.0
recalled,250,25,307,1.2379032258064515,2.4,95.27,57.7,75.94,15.73,3.6,4.0,11.6,0.8,0.4,8.4,0.0,8.8,4.0,16.8,1.2000000000000002,17.6,3.225538461538462,0.008,0.0,0.008,0.004
imagined,197,14,233,1.2263157894736842,3.9,91.51,17.41,80.42,14.65,1.52,2.03,7.61,4.57,1.52,13.2,0.0,7.109999999999999,7.11,16.24,1.02,7.609999999999999,3.1126666666666667,0.0203045685279187,0.0050761421319796,0.0,0.0101522842639593
recalled,95,8,135,1.4361702127659575,5.5,76.42,14.48,98.73,1.51,2.11,5.26,7.37,4.21,3.16,13.68,1.05,12.63,5.26,20.0,0.0,13.690000000000001,2.827058823529412,0.0,0.0,0.0,0.0
imagined,282,16,321,1.1672727272727272,5.3,87.86,23.15,59.92,35.29,1.77,0.71,15.25,0.35,1.42,8.16,0.0,9.57,8.51,13.48,1.0499999999999998,8.850000000000001,2.9881249999999997,0.0106382978723403,0.0,0.0,0.0035460992907801
recalled,506,25,673,1.343313373253493,7.6,76.56,49.98,65.5,15.79,1.78,2.17,11.44,0.39,1.78,9.47,0.0,8.870000000000001,4.14,14.6,1.98,11.049999999999999,2.9247540983606557,0.011857707509881299,0.0019762845849802,0.0019762845849802,0.0019762845849802
imagined,203,10,246,1.2178217821782178,6.4,84.81,29.55,19.09,50.47,2.96,0.99,9.36,0.0,0.99,12.81,0.0,9.36,6.9,7.88,3.45,3.4499999999999975,3.1397916666666674,0.0098522167487684,0.0,0.0049261083743842,0.0098522167487684
recalled,372,16,498,1.371900826446281,9.8,65.35,59.34,81.79,31.3,1.34,0.54,8.06,2.96,0.27,13.17,0.27,8.870000000000001,1.61,12.64,0.27,1.6199999999999992,2.976326530612245,0.024193548387096697,0.0,0.0,0.0053763440860214
imagined,396,17,542,1.3861892583120206,9.9,65.05,44.36,82.33,67.94,5.05,2.02,11.11,1.52,1.77,15.4,0.0,8.34,3.29,11.870000000000001,3.54,7.33,2.827596153846154,0.0075757575757575,0.0,0.0,0.0
recalled,259,22,319,1.2608695652173914,4.2,85.18,27.81,55.76,15.88,1.16,1.54,13.51,0.77,0.0,9.27,0.39,6.95,7.34,15.440000000000001,0.77,9.64,3.1557352941176466,0.0193050193050193,0.0,0.0,0.0038610038610038
imagined,168,15,204,1.2439024390243902,2.8,94.25,6.16,94.2,20.23,2.38,2.38,10.12,2.38,1.19,16.67,0.0,14.29,4.17,10.72,1.2,0.6099999999999994,3.0463636363636364,0.0059523809523809,0.0,0.0,0.0059523809523809
recalled,376,25,471,1.2661290322580645,5.6,81.73,36.79,99.0,20.23,2.39,2.39,13.3,0.27,2.39,8.78,1.06,14.1,4.52,17.29,2.66,15.959999999999999,3.294495412844036,0.0079787234042553,0.0,0.0,0.0053191489361702
imagined,229,16,285,1.2954545454545454,5.1,82.85,43.32,79.74,80.29,5.24,1.31,6.99,0.44,3.06,15.72,0.44,10.040000000000001,2.63,11.350000000000001,0.87,3.049999999999999,2.9964062499999997,0.0087336244541484,0.0,0.0,0.0
recalled,208,17,253,1.2401960784313726,3.3,93.14,72.55,95.38,72.91,4.81,1.44,11.54,1.44,1.44,8.17,0.0,10.09,1.44,15.379999999999999,1.92,15.379999999999997,3.297049180327869,0.0144230769230769,0.0,0.0,0.0096153846153846
imagined,149,15,186,1.2567567567567568,3.6,86.81,77.23,72.87,81.43,4.7,0.67,13.42,0.67,0.0,4.7,0.0,8.72,3.36,15.43,3.35,19.450000000000003,3.5518181818181818,0.0134228187919463,0.0,0.0,0.0201342281879194
recalled,297,16,355,1.2074829931972788,5.7,86.64,33.38,45.58,62.63,2.69,0.0,10.44,2.69,1.35,8.75,0.34,6.74,7.41,13.120000000000001,6.0600000000000005,14.129999999999999,3.2005479452054795,0.0134680134680134,0.0,0.0,0.0
imagined,275,16,357,1.3421052631578947,6.2,80.01,30.54,76.94,35.72,2.91,1.82,4.73,5.82,0.73,17.09,0.36,10.18,2.18,9.080000000000002,3.2699999999999996,1.0800000000000018,2.8034848484848487,0.0,0.0,0.0,0.0036363636363636
recalled,217,16,264,1.2753623188405796,4.8,83.76,23.09,95.8,40.5,2.3,0.92,10.6,0.46,1.84,15.21,0.46,9.21,4.61,16.59,1.84,6.91,3.176607142857143,0.0184331797235022,0.0,0.0184331797235023,0.0
recalled,272,20,338,1.2565055762081785,5.0,83.15,53.39,62.35,77.14,4.41,0.74,11.4,0.0,1.1,9.56,0.37,8.09,3.31,18.75,1.4700000000000002,16.169999999999995,3.2562857142857156,0.0220588235294116,0.0,0.0,0.0
imagined,313,25,393,1.275974025974026,4.5,84.37,26.31,64.24,8.36,1.6,2.88,13.1,1.92,0.96,8.95,0.0,6.71,7.35,15.969999999999999,1.92,13.41,3.244285714285714,0.0095846645367412,0.0031948881789137,0.0,0.0095846645367412
recalled,27,3,40,1.4814814814814814,5.6,70.8,23.88,99.0,77.5,3.7,0.0,14.81,0.0,0.0,7.41,3.7,14.809999999999999,0.0,18.51,3.7,22.21,2.813571428571429,0.037037037037037,0.0,0.0,0.0
imagined,283,21,342,1.2527472527472527,4.8,83.66,25.88,21.54,7.51,1.06,2.47,8.83,2.47,0.0,11.31,0.71,6.71,12.72,16.61,1.0499999999999998,9.88,3.246842105263158,0.014134275618374501,0.0,0.0,0.0070671378091872
recalled,337,25,408,1.2515337423312884,4.8,83.66,25.56,96.59,4.25,1.19,3.26,8.01,0.89,0.89,10.39,0.0,14.540000000000001,3.56,12.16,2.9699999999999998,9.189999999999998,3.2251764705882358,0.023738872403560797,0.0,0.0,0.0089020771513353
imagined,312,16,375,1.2135922330097086,6.1,85.73,39.14,99.0,55.12,2.56,0.32,12.82,1.6,0.0,11.86,0.64,11.22,3.5200000000000005,20.19,1.28,12.490000000000002,3.4753030303030306,0.0128205128205128,0.0,0.0,0.0
recalled,244,15,276,1.1311475409836065,3.7,97.23,14.12,87.98,31.5,2.87,2.05,10.66,0.41,0.82,14.75,0.0,9.84,4.92,14.760000000000002,3.69,10.260000000000002,3.055294117647059,0.0040983606557377,0.0,0.0,0.0040983606557377
imagined,132,16,161,1.2578125,2.9,88.74,34.07,66.42,92.51,6.06,0.76,8.33,3.03,0.76,9.85,0.0,12.88,6.06,10.61,1.52,9.1,2.9682758620689653,0.0151515151515151,0.0075757575757575,0.0,0.0
recalled,204,16,258,1.270935960591133,4.7,83.96,93.5,57.19,97.11,7.35,0.98,7.35,0.0,0.49,1.96,0.0,6.859999999999999,1.96,14.7,3.4299999999999997,24.5,3.1625423728813553,0.024509803921568603,0.0196078431372548,0.0,0.0147058823529411
imagined,343,18,431,1.2676470588235293,7.1,77.67,30.4,96.31,56.64,3.21,0.87,7.87,3.79,0.0,12.24,0.0,11.08,0.8699999999999999,15.739999999999998,2.91,10.489999999999997,2.9998837209302325,0.0145772594752186,0.0,0.0,0.0
recalled,542,16,777,1.433579335793358,14.2,53.99,58.71,98.67,85.68,5.17,0.74,3.69,2.77,1.66,14.94,0.0,9.41,2.0300000000000002,15.31,1.29,7.5600000000000005,2.6587499999999995,0.003690036900369,0.0,0.0,0.0
imagined,249,15,317,1.2834008097165992,6.2,80.11,74.11,94.44,51.12,2.01,0.0,10.44,1.2,1.61,8.03,0.0,8.83,0.4,23.689999999999998,3.21,20.879999999999995,3.5807142857142864,0.0080321285140562,0.0441767068273091,0.0040160642570281,0.0040160642570281
